/home/rs/24CS91R08/miniconda3/envs/venv/lib/python3.10/site-packages/torch/utils/data/dataloader.py:624: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
[DEVICE] cuda
[GPU] NVIDIA L40 | VRAM 47.7GB
[MODEL] Loading processors...
[DATA] Building datasets...
[LLaVA-Instruct] 361411 samples
[GQA Train] 72140 unique image samples
[TextVQA] 34602 samples
[DATA] Total train samples: 468153
[MODEL] Loading CLIP (frozen)...
Loading weights:   0%|          | 0/199 [00:00<?, ?it/s]
Loading weights: 100%|██████████| 199/199 [00:00<00:00, 53572.95it/s]
[transformers] [1mCLIPVisionModel LOAD REPORT[0m from: openai/clip-vit-base-patch32
Key                                                          | Status     |  | 
-------------------------------------------------------------+------------+--+-
text_model.encoder.layers.{0...11}.mlp.fc2.weight            | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc2.bias              | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.k_proj.bias     | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc1.weight            | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.out_proj.bias   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.out_proj.weight | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm1.weight        | UNEXPECTED |  | 
text_model.embeddings.token_embedding.weight                 | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm2.weight        | UNEXPECTED |  | 
logit_scale                                                  | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.k_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc1.bias              | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.q_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.v_proj.bias     | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm1.bias          | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.v_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm2.bias          | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.q_proj.bias     | UNEXPECTED |  | 
text_model.final_layer_norm.bias                             | UNEXPECTED |  | 
text_model.embeddings.position_embedding.weight              | UNEXPECTED |  | 
text_model.final_layer_norm.weight                           | UNEXPECTED |  | 
text_projection.weight                                       | UNEXPECTED |  | 
visual_projection.weight                                     | UNEXPECTED |  | 
Notes:
- UNEXPECTED:	can be ignored when loading from different task/architecture; not ok if you expect identical arch.
[MODEL] Loading Qwen (trainable)...
Loading weights:   0%|          | 0/290 [00:00<?, ?it/s]
Loading weights: 100%|██████████| 290/290 [00:00<00:00, 8784.77it/s]
[MODEL] Building proj1 (768→896 via 2048)...
[MODEL] Trainable: 501.6M / Total: 589.1M params
[CKPT] Loading Stage 1 NoGemma proj1 from ../checkpoints/stage1_nogemma/stage1_nogemma_best.pt
  Stage 1 val loss was: 3.3411 (epoch 4)
============================================================
EPOCH 1/3
============================================================
[DATA] Starting train loop... (29259 batches)
[Epoch 1/3] Step 1/29259 | Loss 2.4323 (avg 2.4323) | Elapsed 2s | ETA 16h 35m 2s | Samples/s 8
[Epoch 1/3] Step 4795/29259 | Loss 1.7362 (avg 1.7452) | Elapsed 21m 9s | ETA 1h 47m 58s | Samples/s 60
[Epoch 1/3] Step 4796/29259 | Loss 1.5756 (avg 1.7452) | Elapsed 21m 10s | ETA 1h 47m 58s | Samples/s 60
[Epoch 1/3] Step 4797/29259 | Loss 1.5871 (avg 1.7452) | Elapsed 21m 10s | ETA 1h 47m 57s | Samples/s 60
[Epoch 1/3] Step 4798/29259 | Loss 1.6626 (avg 1.7452) | Elapsed 21m 10s | ETA 1h 47m 57s | Samples/s 60
[Epoch 1/3] Step 4799/29259 | Loss 1.8613 (avg 1.7452) | Elapsed 21m 10s | ETA 1h 47m 57s | Samples/s 60
[Epoch 1/3] Step 4800/29259 | Loss 1.6606 (avg 1.7452) | Elapsed 21m 11s | ETA 1h 47m 57s | Samples/s 60
[Epoch 1/3] Step 4801/29259 | Loss 1.7478 (avg 1.7452) | Elapsed 21m 11s | ETA 1h 47m 56s | Samples/s 60
[Epoch 1/3] Step 4802/29259 | Loss 1.9360 (avg 1.7452) | Elapsed 21m 11s | ETA 1h 47m 56s | Samples/s 60
[Epoch 1/3] Step 4803/29259 | Loss 1.6829 (avg 1.7452) | Elapsed 21m 11s | ETA 1h 47m 56s | Samples/s 60
[Epoch 1/3] Step 4804/29259 | Loss 1.7074 (avg 1.7452) | Elapsed 21m 12s | ETA 1h 47m 56s | Samples/s 60
[Epoch 1/3] Step 4805/29259 | Loss 1.9499 (avg 1.7452) | Elapsed 21m 12s | ETA 1h 47m 55s | Samples/s 60
[Epoch 1/3] Step 4806/29259 | Loss 1.7403 (avg 1.7452) | Elapsed 21m 12s | ETA 1h 47m 55s | Samples/s 60
[Epoch 1/3] Step 4807/29259 | Loss 1.6825 (avg 1.7452) | Elapsed 21m 12s | ETA 1h 47m 55s | Samples/s 60
[Epoch 1/3] Step 4808/29259 | Loss 1.5868 (avg 1.7452) | Elapsed 21m 13s | ETA 1h 47m 54s | Samples/s 60
[Epoch 1/3] Step 4809/29259 | Loss 1.8234 (avg 1.7452) | Elapsed 21m 13s | ETA 1h 47m 54s | Samples/s 60
[Epoch 1/3] Step 4810/29259 | Loss 1.6091 (avg 1.7452) | Elapsed 21m 13s | ETA 1h 47m 54s | Samples/s 60
[Epoch 1/3] Step 4811/29259 | Loss 1.8513 (avg 1.7452) | Elapsed 21m 14s | ETA 1h 47m 54s | Samples/s 60
[Epoch 1/3] Step 4812/29259 | Loss 1.7029 (avg 1.7452) | Elapsed 21m 14s | ETA 1h 47m 53s | Samples/s 60
[Epoch 1/3] Step 4813/29259 | Loss 1.7072 (avg 1.7452) | Elapsed 21m 14s | ETA 1h 47m 53s | Samples/s 60
[Epoch 1/3] Step 4814/29259 | Loss 1.8244 (avg 1.7452) | Elapsed 21m 14s | ETA 1h 47m 53s | Samples/s 60
[Epoch 1/3] Step 4815/29259 | Loss 1.8771 (avg 1.7452) | Elapsed 21m 15s | ETA 1h 47m 53s | Samples/s 60
[Epoch 1/3] Step 4816/29259 | Loss 1.7880 (avg 1.7452) | Elapsed 21m 15s | ETA 1h 47m 52s | Samples/s 60
[Epoch 1/3] Step 4817/29259 | Loss 1.7823 (avg 1.7452) | Elapsed 21m 15s | ETA 1h 47m 52s | Samples/s 60
[Epoch 1/3] Step 4818/29259 | Loss 1.8589 (avg 1.7453) | Elapsed 21m 15s | ETA 1h 47m 52s | Samples/s 60
[Epoch 1/3] Step 4819/29259 | Loss 1.8533 (avg 1.7453) | Elapsed 21m 16s | ETA 1h 47m 52s | Samples/s 60
[Epoch 1/3] Step 4820/29259 | Loss 1.6637 (avg 1.7453) | Elapsed 21m 16s | ETA 1h 47m 51s | Samples/s 60
[Epoch 1/3] Step 4821/29259 | Loss 1.7133 (avg 1.7453) | Elapsed 21m 16s | ETA 1h 47m 51s | Samples/s 60
[Epoch 1/3] Step 4822/29259 | Loss 1.8880 (avg 1.7453) | Elapsed 21m 16s | ETA 1h 47m 51s | Samples/s 60
[Epoch 1/3] Step 4823/29259 | Loss 1.7275 (avg 1.7453) | Elapsed 21m 17s | ETA 1h 47m 51s | Samples/s 60
[Epoch 1/3] Step 4824/29259 | Loss 1.5632 (avg 1.7452) | Elapsed 21m 17s | ETA 1h 47m 50s | Samples/s 60
[Epoch 1/3] Step 4825/29259 | Loss 1.6817 (avg 1.7452) | Elapsed 21m 17s | ETA 1h 47m 50s | Samples/s 60
[Epoch 1/3] Step 4826/29259 | Loss 1.7545 (avg 1.7452) | Elapsed 21m 18s | ETA 1h 47m 50s | Samples/s 60
[Epoch 1/3] Step 4827/29259 | Loss 1.7730 (avg 1.7452) | Elapsed 21m 18s | ETA 1h 47m 49s | Samples/s 60
[Epoch 1/3] Step 4828/29259 | Loss 1.8637 (avg 1.7453) | Elapsed 21m 18s | ETA 1h 47m 49s | Samples/s 60
[Epoch 1/3] Step 4829/29259 | Loss 1.7691 (avg 1.7453) | Elapsed 21m 18s | ETA 1h 47m 49s | Samples/s 60
[Epoch 1/3] Step 4830/29259 | Loss 1.5925 (avg 1.7452) | Elapsed 21m 19s | ETA 1h 47m 49s | Samples/s 60
[Epoch 1/3] Step 4831/29259 | Loss 1.7826 (avg 1.7452) | Elapsed 21m 19s | ETA 1h 47m 48s | Samples/s 60
[Epoch 1/3] Step 4832/29259 | Loss 1.5756 (avg 1.7452) | Elapsed 21m 19s | ETA 1h 47m 48s | Samples/s 60
[Epoch 1/3] Step 4833/29259 | Loss 1.7005 (avg 1.7452) | Elapsed 21m 19s | ETA 1h 47m 48s | Samples/s 60
[Epoch 1/3] Step 4834/29259 | Loss 1.6026 (avg 1.7452) | Elapsed 21m 20s | ETA 1h 47m 48s | Samples/s 60
[Epoch 1/3] Step 4835/29259 | Loss 1.7281 (avg 1.7452) | Elapsed 21m 20s | ETA 1h 47m 47s | Samples/s 60
[Epoch 1/3] Step 4836/29259 | Loss 1.8108 (avg 1.7452) | Elapsed 21m 20s | ETA 1h 47m 47s | Samples/s 60
[Epoch 1/3] Step 4837/29259 | Loss 1.8198 (avg 1.7452) | Elapsed 21m 20s | ETA 1h 47m 47s | Samples/s 60
[Epoch 1/3] Step 4838/29259 | Loss 1.7046 (avg 1.7452) | Elapsed 21m 21s | ETA 1h 47m 47s | Samples/s 60
[Epoch 1/3] Step 4839/29259 | Loss 1.5687 (avg 1.7451) | Elapsed 21m 21s | ETA 1h 47m 46s | Samples/s 60
[Epoch 1/3] Step 4840/29259 | Loss 1.6705 (avg 1.7451) | Elapsed 21m 21s | ETA 1h 47m 46s | Samples/s 60
[Epoch 1/3] Step 4841/29259 | Loss 1.7974 (avg 1.7451) | Elapsed 21m 21s | ETA 1h 47m 46s | Samples/s 60
[Epoch 1/3] Step 4842/29259 | Loss 1.5889 (avg 1.7451) | Elapsed 21m 22s | ETA 1h 47m 46s | Samples/s 60
[Epoch 1/3] Step 4843/29259 | Loss 1.6272 (avg 1.7451) | Elapsed 21m 22s | ETA 1h 47m 45s | Samples/s 60
[Epoch 1/3] Step 4844/29259 | Loss 1.8006 (avg 1.7451) | Elapsed 21m 22s | ETA 1h 47m 45s | Samples/s 60
[Epoch 1/3] Step 4845/29259 | Loss 1.6531 (avg 1.7451) | Elapsed 21m 23s | ETA 1h 47m 45s | Samples/s 60
[Epoch 1/3] Step 4846/29259 | Loss 1.9719 (avg 1.7451) | Elapsed 21m 23s | ETA 1h 47m 44s | Samples/s 60
[Epoch 1/3] Step 4847/29259 | Loss 1.7320 (avg 1.7451) | Elapsed 21m 23s | ETA 1h 47m 44s | Samples/s 60
[Epoch 1/3] Step 4848/29259 | Loss 1.8071 (avg 1.7451) | Elapsed 21m 23s | ETA 1h 47m 44s | Samples/s 60
[Epoch 1/3] Step 4849/29259 | Loss 1.6904 (avg 1.7451) | Elapsed 21m 24s | ETA 1h 47m 44s | Samples/s 60
[Epoch 1/3] Step 4850/29259 | Loss 1.8266 (avg 1.7451) | Elapsed 21m 24s | ETA 1h 47m 43s | Samples/s 60
[Epoch 1/3] Step 4851/29259 | Loss 1.7242 (avg 1.7451) | Elapsed 21m 24s | ETA 1h 47m 43s | Samples/s 60
[Epoch 1/3] Step 4852/29259 | Loss 1.7909 (avg 1.7451) | Elapsed 21m 24s | ETA 1h 47m 43s | Samples/s 60
[Epoch 1/3] Step 4853/29259 | Loss 1.8892 (avg 1.7452) | Elapsed 21m 25s | ETA 1h 47m 43s | Samples/s 60
[Epoch 1/3] Step 4854/29259 | Loss 1.4929 (avg 1.7451) | Elapsed 21m 25s | ETA 1h 47m 42s | Samples/s 60
[Epoch 1/3] Step 4855/29259 | Loss 1.5027 (avg 1.7451) | Elapsed 21m 25s | ETA 1h 47m 42s | Samples/s 60
[Epoch 1/3] Step 4856/29259 | Loss 1.6588 (avg 1.7451) | Elapsed 21m 25s | ETA 1h 47m 42s | Samples/s 60
[Epoch 1/3] Step 4857/29259 | Loss 1.6239 (avg 1.7450) | Elapsed 21m 26s | ETA 1h 47m 41s | Samples/s 60
[Epoch 1/3] Step 4858/29259 | Loss 1.5100 (avg 1.7450) | Elapsed 21m 26s | ETA 1h 47m 41s | Samples/s 60
[Epoch 1/3] Step 4859/29259 | Loss 1.8614 (avg 1.7450) | Elapsed 21m 26s | ETA 1h 47m 41s | Samples/s 60
[Epoch 1/3] Step 4860/29259 | Loss 1.5300 (avg 1.7450) | Elapsed 21m 26s | ETA 1h 47m 41s | Samples/s 60
[Epoch 1/3] Step 4861/29259 | Loss 1.6447 (avg 1.7449) | Elapsed 21m 27s | ETA 1h 47m 40s | Samples/s 60
[Epoch 1/3] Step 4862/29259 | Loss 1.6290 (avg 1.7449) | Elapsed 21m 27s | ETA 1h 47m 40s | Samples/s 60
[Epoch 1/3] Step 4863/29259 | Loss 1.6208 (avg 1.7449) | Elapsed 21m 27s | ETA 1h 47m 40s | Samples/s 60
[Epoch 1/3] Step 4864/29259 | Loss 1.7987 (avg 1.7449) | Elapsed 21m 28s | ETA 1h 47m 40s | Samples/s 60
[Epoch 1/3] Step 4865/29259 | Loss 1.6452 (avg 1.7449) | Elapsed 21m 28s | ETA 1h 47m 39s | Samples/s 60
[Epoch 1/3] Step 4866/29259 | Loss 1.8253 (avg 1.7449) | Elapsed 21m 28s | ETA 1h 47m 39s | Samples/s 60
[Epoch 1/3] Step 4867/29259 | Loss 1.6560 (avg 1.7449) | Elapsed 21m 28s | ETA 1h 47m 39s | Samples/s 60
[Epoch 1/3] Step 4868/29259 | Loss 1.6717 (avg 1.7449) | Elapsed 21m 29s | ETA 1h 47m 39s | Samples/s 60
[Epoch 1/3] Step 4869/29259 | Loss 1.7327 (avg 1.7449) | Elapsed 21m 29s | ETA 1h 47m 38s | Samples/s 60
[Epoch 1/3] Step 4870/29259 | Loss 1.6735 (avg 1.7449) | Elapsed 21m 29s | ETA 1h 47m 38s | Samples/s 60
[Epoch 1/3] Step 4871/29259 | Loss 1.5727 (avg 1.7448) | Elapsed 21m 29s | ETA 1h 47m 38s | Samples/s 60
[Epoch 1/3] Step 4872/29259 | Loss 1.5573 (avg 1.7448) | Elapsed 21m 30s | ETA 1h 47m 38s | Samples/s 60
[Epoch 1/3] Step 4873/29259 | Loss 1.6286 (avg 1.7448) | Elapsed 21m 30s | ETA 1h 47m 37s | Samples/s 60
[Epoch 1/3] Step 4874/29259 | Loss 1.5483 (avg 1.7447) | Elapsed 21m 30s | ETA 1h 47m 37s | Samples/s 60
[Epoch 1/3] Step 4875/29259 | Loss 1.8623 (avg 1.7447) | Elapsed 21m 30s | ETA 1h 47m 37s | Samples/s 60
[Epoch 1/3] Step 4876/29259 | Loss 1.7227 (avg 1.7447) | Elapsed 21m 31s | ETA 1h 47m 36s | Samples/s 60
[Epoch 1/3] Step 4877/29259 | Loss 1.7476 (avg 1.7447) | Elapsed 21m 31s | ETA 1h 47m 36s | Samples/s 60
[Epoch 1/3] Step 4878/29259 | Loss 1.6337 (avg 1.7447) | Elapsed 21m 31s | ETA 1h 47m 36s | Samples/s 60
[Epoch 1/3] Step 4879/29259 | Loss 1.7358 (avg 1.7447) | Elapsed 21m 32s | ETA 1h 47m 36s | Samples/s 60
[Epoch 1/3] Step 4880/29259 | Loss 1.7536 (avg 1.7447) | Elapsed 21m 32s | ETA 1h 47m 35s | Samples/s 60
[Epoch 1/3] Step 4881/29259 | Loss 1.6916 (avg 1.7447) | Elapsed 21m 32s | ETA 1h 47m 35s | Samples/s 60
[Epoch 1/3] Step 4882/29259 | Loss 1.7082 (avg 1.7447) | Elapsed 21m 32s | ETA 1h 47m 35s | Samples/s 60
[Epoch 1/3] Step 4883/29259 | Loss 1.7510 (avg 1.7447) | Elapsed 21m 33s | ETA 1h 47m 35s | Samples/s 60
[Epoch 1/3] Step 4884/29259 | Loss 1.6888 (avg 1.7447) | Elapsed 21m 33s | ETA 1h 47m 34s | Samples/s 60
[Epoch 1/3] Step 4885/29259 | Loss 1.8913 (avg 1.7447) | Elapsed 21m 33s | ETA 1h 47m 34s | Samples/s 60
[Epoch 1/3] Step 4886/29259 | Loss 1.7268 (avg 1.7447) | Elapsed 21m 33s | ETA 1h 47m 34s | Samples/s 60
[Epoch 1/3] Step 4887/29259 | Loss 1.6319 (avg 1.7447) | Elapsed 21m 34s | ETA 1h 47m 33s | Samples/s 60
[Epoch 1/3] Step 4888/29259 | Loss 1.7820 (avg 1.7447) | Elapsed 21m 34s | ETA 1h 47m 33s | Samples/s 60
[Epoch 1/3] Step 4889/29259 | Loss 1.5885 (avg 1.7447) | Elapsed 21m 34s | ETA 1h 47m 33s | Samples/s 60
[Epoch 1/3] Step 4890/29259 | Loss 1.7389 (avg 1.7447) | Elapsed 21m 34s | ETA 1h 47m 33s | Samples/s 60
[Epoch 1/3] Step 4891/29259 | Loss 1.6963 (avg 1.7447) | Elapsed 21m 35s | ETA 1h 47m 32s | Samples/s 60
[Epoch 1/3] Step 4892/29259 | Loss 1.7561 (avg 1.7447) | Elapsed 21m 35s | ETA 1h 47m 32s | Samples/s 60
[Epoch 1/3] Step 4893/29259 | Loss 1.7851 (avg 1.7447) | Elapsed 21m 35s | ETA 1h 47m 32s | Samples/s 60
[Epoch 1/3] Step 4894/29259 | Loss 1.4884 (avg 1.7446) | Elapsed 21m 35s | ETA 1h 47m 32s | Samples/s 60
[Epoch 1/3] Step 4895/29259 | Loss 1.6690 (avg 1.7446) | Elapsed 21m 36s | ETA 1h 47m 31s | Samples/s 60
[Epoch 1/3] Step 4896/29259 | Loss 1.6273 (avg 1.7446) | Elapsed 21m 36s | ETA 1h 47m 31s | Samples/s 60
[Epoch 1/3] Step 4897/29259 | Loss 1.6692 (avg 1.7446) | Elapsed 21m 36s | ETA 1h 47m 31s | Samples/s 60
[Epoch 1/3] Step 4898/29259 | Loss 1.8629 (avg 1.7446) | Elapsed 21m 37s | ETA 1h 47m 31s | Samples/s 60
[Epoch 1/3] Step 4899/29259 | Loss 1.7771 (avg 1.7446) | Elapsed 21m 37s | ETA 1h 47m 30s | Samples/s 60
[Epoch 1/3] Step 4900/29259 | Loss 1.6637 (avg 1.7446) | Elapsed 21m 37s | ETA 1h 47m 30s | Samples/s 60
[Epoch 1/3] Step 4901/29259 | Loss 1.6922 (avg 1.7446) | Elapsed 21m 37s | ETA 1h 47m 30s | Samples/s 60
[Epoch 1/3] Step 4902/29259 | Loss 1.7709 (avg 1.7446) | Elapsed 21m 38s | ETA 1h 47m 29s | Samples/s 60
[Epoch 1/3] Step 4903/29259 | Loss 1.5995 (avg 1.7445) | Elapsed 21m 38s | ETA 1h 47m 29s | Samples/s 60
[Epoch 1/3] Step 4904/29259 | Loss 1.8714 (avg 1.7446) | Elapsed 21m 38s | ETA 1h 47m 29s | Samples/s 60
[Epoch 1/3] Step 4905/29259 | Loss 1.6252 (avg 1.7445) | Elapsed 21m 38s | ETA 1h 47m 29s | Samples/s 60
[Epoch 1/3] Step 4906/29259 | Loss 1.7422 (avg 1.7445) | Elapsed 21m 39s | ETA 1h 47m 28s | Samples/s 60
[Epoch 1/3] Step 4907/29259 | Loss 1.7878 (avg 1.7445) | Elapsed 21m 39s | ETA 1h 47m 28s | Samples/s 60
[Epoch 1/3] Step 4908/29259 | Loss 1.7720 (avg 1.7445) | Elapsed 21m 39s | ETA 1h 47m 28s | Samples/s 60
[Epoch 1/3] Step 4909/29259 | Loss 1.6381 (avg 1.7445) | Elapsed 21m 39s | ETA 1h 47m 28s | Samples/s 60
[Epoch 1/3] Step 4910/29259 | Loss 1.6288 (avg 1.7445) | Elapsed 21m 40s | ETA 1h 47m 27s | Samples/s 60
[Epoch 1/3] Step 4911/29259 | Loss 1.6625 (avg 1.7445) | Elapsed 21m 40s | ETA 1h 47m 27s | Samples/s 60
[Epoch 1/3] Step 4912/29259 | Loss 1.7687 (avg 1.7445) | Elapsed 21m 40s | ETA 1h 47m 27s | Samples/s 60
[Epoch 1/3] Step 4913/29259 | Loss 1.6401 (avg 1.7445) | Elapsed 21m 40s | ETA 1h 47m 26s | Samples/s 60
[Epoch 1/3] Step 4914/29259 | Loss 1.7675 (avg 1.7445) | Elapsed 21m 41s | ETA 1h 47m 26s | Samples/s 60
[Epoch 1/3] Step 4915/29259 | Loss 1.9053 (avg 1.7445) | Elapsed 21m 41s | ETA 1h 47m 26s | Samples/s 60
[Epoch 1/3] Step 4916/29259 | Loss 1.8085 (avg 1.7445) | Elapsed 21m 41s | ETA 1h 47m 26s | Samples/s 60
[Epoch 1/3] Step 4917/29259 | Loss 1.7202 (avg 1.7445) | Elapsed 21m 42s | ETA 1h 47m 25s | Samples/s 60
[Epoch 1/3] Step 4918/29259 | Loss 1.6549 (avg 1.7445) | Elapsed 21m 42s | ETA 1h 47m 25s | Samples/s 60
[Epoch 1/3] Step 4919/29259 | Loss 1.6608 (avg 1.7445) | Elapsed 21m 42s | ETA 1h 47m 25s | Samples/s 60
[Epoch 1/3] Step 4920/29259 | Loss 1.4701 (avg 1.7444) | Elapsed 21m 42s | ETA 1h 47m 25s | Samples/s 60
[Epoch 1/3] Step 4921/29259 | Loss 1.6790 (avg 1.7444) | Elapsed 21m 43s | ETA 1h 47m 24s | Samples/s 60
[Epoch 1/3] Step 4922/29259 | Loss 1.6542 (avg 1.7444) | Elapsed 21m 43s | ETA 1h 47m 24s | Samples/s 60
[Epoch 1/3] Step 4923/29259 | Loss 1.6972 (avg 1.7444) | Elapsed 21m 43s | ETA 1h 47m 24s | Samples/s 60
[Epoch 1/3] Step 4924/29259 | Loss 1.7430 (avg 1.7444) | Elapsed 21m 43s | ETA 1h 47m 24s | Samples/s 60
[Epoch 1/3] Step 4925/29259 | Loss 1.6866 (avg 1.7444) | Elapsed 21m 44s | ETA 1h 47m 23s | Samples/s 60
[Epoch 1/3] Step 4926/29259 | Loss 1.5746 (avg 1.7443) | Elapsed 21m 44s | ETA 1h 47m 23s | Samples/s 60
[Epoch 1/3] Step 4927/29259 | Loss 1.7348 (avg 1.7443) | Elapsed 21m 44s | ETA 1h 47m 23s | Samples/s 60
[Epoch 1/3] Step 4928/29259 | Loss 1.4878 (avg 1.7443) | Elapsed 21m 44s | ETA 1h 47m 22s | Samples/s 60
[Epoch 1/3] Step 4929/29259 | Loss 1.8202 (avg 1.7443) | Elapsed 21m 45s | ETA 1h 47m 22s | Samples/s 60
[Epoch 1/3] Step 4930/29259 | Loss 1.5412 (avg 1.7443) | Elapsed 21m 45s | ETA 1h 47m 22s | Samples/s 60
[Epoch 1/3] Step 4931/29259 | Loss 1.8324 (avg 1.7443) | Elapsed 21m 45s | ETA 1h 47m 22s | Samples/s 60
[Epoch 1/3] Step 4932/29259 | Loss 1.5874 (avg 1.7442) | Elapsed 21m 46s | ETA 1h 47m 21s | Samples/s 60
[Epoch 1/3] Step 4933/29259 | Loss 1.7795 (avg 1.7443) | Elapsed 21m 46s | ETA 1h 47m 21s | Samples/s 60
[Epoch 1/3] Step 4934/29259 | Loss 1.5688 (avg 1.7442) | Elapsed 21m 46s | ETA 1h 47m 21s | Samples/s 60
[Epoch 1/3] Step 4935/29259 | Loss 1.6940 (avg 1.7442) | Elapsed 21m 46s | ETA 1h 47m 21s | Samples/s 60
[Epoch 1/3] Step 4936/29259 | Loss 1.7610 (avg 1.7442) | Elapsed 21m 47s | ETA 1h 47m 20s | Samples/s 60
[Epoch 1/3] Step 4937/29259 | Loss 1.6815 (avg 1.7442) | Elapsed 21m 47s | ETA 1h 47m 20s | Samples/s 60
[Epoch 1/3] Step 4938/29259 | Loss 1.7520 (avg 1.7442) | Elapsed 21m 47s | ETA 1h 47m 20s | Samples/s 60
[Epoch 1/3] Step 4939/29259 | Loss 1.6313 (avg 1.7442) | Elapsed 21m 47s | ETA 1h 47m 19s | Samples/s 60
[Epoch 1/3] Step 4940/29259 | Loss 1.8022 (avg 1.7442) | Elapsed 21m 48s | ETA 1h 47m 19s | Samples/s 60
[Epoch 1/3] Step 4941/29259 | Loss 1.5899 (avg 1.7442) | Elapsed 21m 48s | ETA 1h 47m 19s | Samples/s 60
[Epoch 1/3] Step 4942/29259 | Loss 1.7700 (avg 1.7442) | Elapsed 21m 48s | ETA 1h 47m 19s | Samples/s 60
[Epoch 1/3] Step 4943/29259 | Loss 1.7344 (avg 1.7442) | Elapsed 21m 48s | ETA 1h 47m 18s | Samples/s 60
[Epoch 1/3] Step 4944/29259 | Loss 1.9186 (avg 1.7442) | Elapsed 21m 49s | ETA 1h 47m 18s | Samples/s 60
[Epoch 1/3] Step 4945/29259 | Loss 1.7531 (avg 1.7442) | Elapsed 21m 49s | ETA 1h 47m 18s | Samples/s 60
[Epoch 1/3] Step 4946/29259 | Loss 1.9144 (avg 1.7442) | Elapsed 21m 49s | ETA 1h 47m 18s | Samples/s 60
[Epoch 1/3] Step 4947/29259 | Loss 1.8004 (avg 1.7442) | Elapsed 21m 49s | ETA 1h 47m 17s | Samples/s 60
[Epoch 1/3] Step 4948/29259 | Loss 1.6449 (avg 1.7442) | Elapsed 21m 50s | ETA 1h 47m 17s | Samples/s 60
[Epoch 1/3] Step 4949/29259 | Loss 1.9386 (avg 1.7443) | Elapsed 21m 50s | ETA 1h 47m 17s | Samples/s 60
[Epoch 1/3] Step 4950/29259 | Loss 1.6468 (avg 1.7442) | Elapsed 21m 50s | ETA 1h 47m 16s | Samples/s 60
[Epoch 1/3] Step 4951/29259 | Loss 1.6131 (avg 1.7442) | Elapsed 21m 50s | ETA 1h 47m 16s | Samples/s 60
[Epoch 1/3] Step 4952/29259 | Loss 1.7809 (avg 1.7442) | Elapsed 21m 51s | ETA 1h 47m 16s | Samples/s 60
[Epoch 1/3] Step 4953/29259 | Loss 1.7225 (avg 1.7442) | Elapsed 21m 51s | ETA 1h 47m 16s | Samples/s 60
[Epoch 1/3] Step 4954/29259 | Loss 1.6931 (avg 1.7442) | Elapsed 21m 51s | ETA 1h 47m 15s | Samples/s 60
[Epoch 1/3] Step 4955/29259 | Loss 1.8631 (avg 1.7442) | Elapsed 21m 52s | ETA 1h 47m 15s | Samples/s 60
[Epoch 1/3] Step 4956/29259 | Loss 1.7243 (avg 1.7442) | Elapsed 21m 52s | ETA 1h 47m 15s | Samples/s 60
[Epoch 1/3] Step 4957/29259 | Loss 1.6674 (avg 1.7442) | Elapsed 21m 52s | ETA 1h 47m 15s | Samples/s 60
[Epoch 1/3] Step 4958/29259 | Loss 1.8188 (avg 1.7442) | Elapsed 21m 52s | ETA 1h 47m 14s | Samples/s 60
[Epoch 1/3] Step 4959/29259 | Loss 1.6397 (avg 1.7442) | Elapsed 21m 53s | ETA 1h 47m 14s | Samples/s 60
[Epoch 1/3] Step 4960/29259 | Loss 1.6864 (avg 1.7442) | Elapsed 21m 53s | ETA 1h 47m 14s | Samples/s 60
[Epoch 1/3] Step 4961/29259 | Loss 1.8456 (avg 1.7442) | Elapsed 21m 53s | ETA 1h 47m 14s | Samples/s 60
[Epoch 1/3] Step 4962/29259 | Loss 1.8473 (avg 1.7442) | Elapsed 21m 53s | ETA 1h 47m 13s | Samples/s 60
[Epoch 1/3] Step 4963/29259 | Loss 1.6782 (avg 1.7442) | Elapsed 21m 54s | ETA 1h 47m 13s | Samples/s 60
[Epoch 1/3] Step 4964/29259 | Loss 1.7007 (avg 1.7442) | Elapsed 21m 54s | ETA 1h 47m 13s | Samples/s 60
